epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,6306.64,0.08908,0.13217,0.83848,0.71635,0.38152,0.4643,0.21292,2.28594,2.06385,3.93637,0.00703,0.00703,0.00703
32,6508.25,0.08923,0.13661,0.8378,0.40398,0.34597,0.35987,0.17983,2.3436,3.46543,4.0969,0.006931,0.006931,0.006931
33,6717.46,0.08684,0.13301,0.83614,0.66939,0.39343,0.47408,0.22718,2.35055,2.02686,3.65668,0.006832,0.006832,0.006832
34,6913.06,0.08632,0.13,0.83839,0.67606,0.42532,0.50496,0.23687,2.27393,1.90229,3.65848,0.006733,0.006733,0.006733
35,7101.45,0.08212,0.12577,0.83547,0.60667,0.35703,0.42943,0.19923,2.39386,2.27285,4.30762,0.006634,0.006634,0.006634
36,7287.03,0.08349,0.12776,0.83477,0.72729,0.37994,0.47766,0.22092,2.2404,1.95329,3.6958,0.006535,0.006535,0.006535
37,7471.18,0.08154,0.1261,0.83918,0.76936,0.36177,0.46146,0.20916,2.30073,1.99886,3.89064,0.006436,0.006436,0.006436
38,7655.43,0.08267,0.12667,0.83506,0.77728,0.37836,0.48915,0.23153,2.36229,1.97794,3.97842,0.006337,0.006337,0.006337
39,7840.35,0.07933,0.12119,0.83504,0.73111,0.38231,0.47389,0.22241,2.2786,2.12611,3.81382,0.006238,0.006238,0.006238
40,8025.88,0.08031,0.1219,0.8356,0.66985,0.34597,0.41985,0.20467,2.33876,2.3611,4.00728,0.006139,0.006139,0.006139
41,8211.55,0.07706,0.11958,0.83568,0.72636,0.38579,0.49724,0.2284,2.165,2.08065,3.69811,0.00604,0.00604,0.00604
42,8395,0.07676,0.11906,0.83535,0.71135,0.38231,0.47102,0.21692,2.30938,2.06791,4.04331,0.005941,0.005941,0.005941
43,8577.71,0.07648,0.11725,0.83373,0.73505,0.39573,0.48146,0.22483,2.27615,1.9324,3.92343,0.005842,0.005842,0.005842
44,8760.81,0.07489,0.1146,0.83323,0.71496,0.40363,0.50662,0.24001,2.22559,2.02996,3.67139,0.005743,0.005743,0.005743
45,8943.34,0.07399,0.11933,0.83513,0.66032,0.36572,0.45106,0.21241,2.38146,2.36118,4.00469,0.005644,0.005644,0.005644
46,9126.39,0.07203,0.11123,0.835,0.66891,0.38784,0.48451,0.23551,2.30091,2.0729,3.78331,0.005545,0.005545,0.005545
47,9311.52,0.0706,0.11403,0.83563,0.70149,0.34044,0.44299,0.20896,2.33794,2.24961,3.90769,0.005446,0.005446,0.005446
48,9494.28,0.07129,0.11502,0.83388,0.5782,0.36888,0.43575,0.20932,2.39428,2.275,4.01327,0.005347,0.005347,0.005347
49,9678.74,0.06926,0.11007,0.83659,0.578,0.34044,0.41638,0.19681,2.44333,2.43666,4.26117,0.005248,0.005248,0.005248
50,9863.46,0.06784,0.10921,0.83364,0.6842,0.37915,0.4734,0.22207,2.38762,2.04387,4.13764,0.005149,0.005149,0.005149
51,10046.7,0.06705,0.11135,0.83539,0.73025,0.36256,0.47242,0.21903,2.31564,2.06756,4.12683,0.00505,0.00505,0.00505
52,10241.4,0.0671,0.11121,0.83521,0.72017,0.37283,0.46426,0.21604,2.36374,1.97885,4.18071,0.004951,0.004951,0.004951
53,10445,0.06525,0.10779,0.83362,0.75442,0.3594,0.46006,0.22164,2.37819,2.09957,4.20792,0.004852,0.004852,0.004852
54,10627,0.06422,0.10388,0.83418,0.7434,0.36843,0.4706,0.22359,2.32971,2.17535,3.88129,0.004753,0.004753,0.004753
55,10823.3,0.06226,0.1075,0.83427,0.62428,0.35703,0.43544,0.21409,2.34159,2.2854,4.09276,0.004654,0.004654,0.004654
56,11023.9,0.06398,0.10731,0.83348,0.67492,0.36651,0.44378,0.21215,2.39044,2.14682,4.09348,0.004555,0.004555,0.004555
57,11223.8,0.06147,0.10251,0.83273,0.74475,0.37836,0.47498,0.22423,2.32247,2.01493,3.94309,0.004456,0.004456,0.004456
58,11428.5,0.06065,0.1017,0.83252,0.69456,0.37915,0.47593,0.22943,2.29113,2.13659,3.84304,0.004357,0.004357,0.004357
59,11634.7,0.06037,0.10344,0.83254,0.69906,0.36414,0.46528,0.22494,2.35433,2.19029,4.0063,0.004258,0.004258,0.004258
60,11837.3,0.05993,0.10609,0.83106,0.67618,0.36888,0.46822,0.23003,2.37651,2.28147,4.01475,0.004159,0.004159,0.004159
61,12037.7,0.05956,0.10577,0.83192,0.58909,0.34992,0.43308,0.20868,2.35791,2.37031,4.02067,0.00406,0.00406,0.00406
62,12235.5,0.05727,0.10416,0.83251,0.70389,0.36335,0.46145,0.22105,2.33658,2.25839,4.13888,0.003961,0.003961,0.003961
63,12444.7,0.05702,0.09842,0.83277,0.71678,0.36256,0.45738,0.21947,2.34,2.19122,3.96235,0.003862,0.003862,0.003862
64,12649.5,0.05501,0.09786,0.83337,0.61873,0.3752,0.45759,0.22059,2.36682,2.27213,4.05177,0.003763,0.003763,0.003763
65,12846.6,0.05526,0.10147,0.82986,0.69335,0.37836,0.47719,0.23102,2.32981,2.21359,3.97906,0.003664,0.003664,0.003664
66,13044.6,0.05383,0.09799,0.83088,0.74001,0.36651,0.47698,0.23008,2.35202,2.12269,4.15375,0.003565,0.003565,0.003565
67,13254.4,0.05253,0.09614,0.83206,0.72472,0.36599,0.47515,0.2302,2.35204,2.17574,4.20497,0.003466,0.003466,0.003466
68,13454.5,0.05247,0.09964,0.83217,0.63664,0.38863,0.46828,0.22145,2.33366,2.25393,4.21071,0.003367,0.003367,0.003367
69,13654.2,inf,0.09678,0.83226,0.62586,0.37441,0.44707,0.21296,2.34765,2.34826,4.19758,0.003268,0.003268,0.003268
70,13850,0.05322,0.09827,0.834,0.65488,0.37022,0.44981,0.21741,2.35176,2.26272,4.18636,0.003169,0.003169,0.003169
71,14040,0.05109,0.09787,0.83314,0.69442,0.36335,0.45187,0.2201,2.37337,2.31248,4.18687,0.00307,0.00307,0.00307
72,14232.6,0.04996,0.09282,0.83257,0.71227,0.35387,0.45443,0.2263,2.38193,2.28104,4.12561,0.002971,0.002971,0.002971
73,14422.6,0.04918,0.09218,0.83209,0.7211,0.33886,0.46082,0.22796,2.4072,2.2989,4.20212,0.002872,0.002872,0.002872
74,14614,0.04808,0.08967,0.8322,0.70008,0.33728,0.45119,0.22193,2.41874,2.38247,4.20915,0.002773,0.002773,0.002773
75,14813.6,0.04766,0.08995,0.8338,0.67324,0.33412,0.43962,0.2191,2.40986,2.39853,4.16696,0.002674,0.002674,0.002674
76,15010,0.04659,0.08811,0.8301,0.66799,0.34597,0.44619,0.22245,2.42329,2.30392,4.18672,0.002575,0.002575,0.002575
77,15205.4,0.04516,0.08575,0.8304,0.67124,0.35545,0.44774,0.21812,2.40238,2.32299,4.19011,0.002476,0.002476,0.002476
78,15402.8,0.04507,0.08771,0.83067,0.68534,0.35782,0.45964,0.22466,2.37721,2.3045,4.17355,0.002377,0.002377,0.002377
79,15599.2,0.0438,0.08763,0.83182,0.70637,0.35703,0.46461,0.2322,2.36283,2.28965,4.13719,0.002278,0.002278,0.002278
80,15795.1,0.04342,0.08555,0.82962,0.67473,0.36888,0.46483,0.2329,2.33992,2.27471,4.06783,0.002179,0.002179,0.002179
81,15990,0.04212,0.08504,0.82997,0.72814,0.34913,0.45826,0.23129,2.35219,2.26125,4.08408,0.00208,0.00208,0.00208
82,16189.2,0.04181,0.08561,0.83087,0.75824,0.33939,0.45401,0.22759,2.37984,2.26334,4.12446,0.001981,0.001981,0.001981
83,16389.6,0.03905,0.08069,0.83112,0.76351,0.33412,0.45339,0.2266,2.36512,2.29162,4.13576,0.001882,0.001882,0.001882
84,16590,0.03861,0.08264,0.83032,0.71645,0.36256,0.46623,0.23006,2.35619,2.29286,4.07031,0.001783,0.001783,0.001783
85,16792.3,0.03854,0.07673,0.83005,0.74657,0.3594,0.46806,0.23075,2.33491,2.33774,4.02849,0.001684,0.001684,0.001684
86,16993.3,0.03672,0.07633,0.83062,0.71841,0.3594,0.4645,0.22936,2.34918,2.36713,4.07345,0.001585,0.001585,0.001585
87,17191.7,0.03691,0.07586,0.82998,0.69498,0.35455,0.45775,0.22814,2.37172,2.40994,4.12479,0.001486,0.001486,0.001486
88,17396.1,0.03546,0.07477,0.83129,0.72149,0.34202,0.44822,0.22331,2.38329,2.43192,4.16059,0.001387,0.001387,0.001387
89,17601.4,0.03385,0.07362,0.82941,0.68548,0.35308,0.44635,0.22226,2.40028,2.45965,4.1791,0.001288,0.001288,0.001288
90,17799.2,0.03414,0.07248,0.82676,0.70231,0.35407,0.45386,0.2272,2.39451,2.46789,4.14661,0.001189,0.001189,0.001189
91,17979.3,0.02813,0.03893,0.75785,0.74685,0.34123,0.45483,0.22817,2.39355,2.41329,4.30336,0.00109,0.00109,0.00109
92,18158.9,inf,0.03639,0.76222,0.7443,0.34489,0.45779,0.22658,2.40117,2.3287,4.47956,0.000991,0.000991,0.000991
93,18338.6,0.0243,0.03414,0.75932,0.71671,0.34573,0.45368,0.22345,2.43026,2.3033,4.67373,0.000892,0.000892,0.000892
94,18521.6,0.0238,0.03363,0.75638,0.65588,0.35308,0.44793,0.21921,2.45982,2.33045,4.74195,0.000793,0.000793,0.000793
95,18701.3,0.02215,0.03049,0.76027,0.64204,0.34992,0.43626,0.2142,2.48797,2.37824,4.82233,0.000694,0.000694,0.000694
96,18882.4,0.02156,0.02998,0.75835,0.67438,0.33886,0.42933,0.21183,2.50777,2.40734,4.88813,0.000595,0.000595,0.000595
97,19064.1,0.02088,0.02868,0.75692,0.65298,0.33886,0.4219,0.20752,2.50713,2.44821,4.91843,0.000496,0.000496,0.000496
98,19244.5,0.02017,0.02851,0.76095,0.66101,0.32808,0.41453,0.20656,2.50906,2.47217,4.93438,0.000397,0.000397,0.000397
99,19420.6,0.0193,0.02702,0.75812,0.66506,0.3278,0.41122,0.20596,2.51174,2.49313,4.95412,0.000298,0.000298,0.000298
100,19597.4,0.01851,0.02547,0.76027,0.65762,0.3278,0.41016,0.20527,2.51449,2.50986,4.97825,0.000199,0.000199,0.000199
